attendance_percentage,study_hours_per_week,previous_gpa,midterm_score,assignment_completion,quiz_score,sleep_hours_per_day,extracurricular,internet_access,final_score,final_gpa,grade,passed,risk_level
70.5,14.3,2.56,51.8,100.0,54.4,6.6,1,1,63.0,2.52,C,1,HIGH
100.0,2.7,3.14,74.0,88.3,49.5,6.1,1,1,70.9,2.83,B,1,MEDIUM
75.7,6.2,2.86,57.0,100.0,52.0,8.6,0,1,67.6,2.71,C,1,MEDIUM
80.6,10.6,4.0,77.6,90.1,65.1,7.6,0,1,80.3,3.21,B+,1,MEDIUM
88.4,10.5,3.08,79.4,97.9,63.2,8.2,1,1,78.8,3.15,B,1,LOW
83.9,6.0,2.4,57.0,77.1,45.7,7.0,0,1,68.0,2.72,C,1,MEDIUM
79.8,13.9,3.03,76.6,82.2,55.2,10.0,1,0,64.0,2.56,C,1,MEDIUM
82.4,13.3,3.36,72.4,95.7,62.9,6.5,1,1,80.6,3.22,B+,1,MEDIUM
100.0,11.0,3.94,94.1,100.0,70.9,9.1,1,1,93.6,3.74,A+,1,LOW
77.3,8.2,2.81,62.0,92.9,55.3,7.1,1,1,70.4,2.82,B,1,MEDIUM
80.4,17.2,2.31,64.2,80.8,58.1,5.4,1,1,56.1,2.24,D,1,HIGH
90.6,20.3,3.51,88.5,100.0,72.4,7.7,1,1,91.0,3.64,A+,1,LOW
91.3,9.6,2.41,65.8,49.1,41.9,7.5,1,1,58.3,2.33,D,1,HIGH
92.2,8.9,2.88,67.5,60.7,44.8,6.0,1,1,64.4,2.58,C,1,MEDIUM
85.7,14.5,2.97,71.5,92.2,62.3,6.2,1,1,74.8,2.99,B,1,MEDIUM
64.3,10.2,3.07,61.4,82.2,53.2,7.2,1,1,66.0,2.64,C,1,CRITICAL
97.6,11.3,3.44,87.2,91.1,69.0,7.6,1,1,87.4,3.5,A,1,LOW
64.2,15.7,2.76,53.9,83.0,54.7,4.5,0,1,65.2,2.61,C,1,CRITICAL
81.6,2.5,2.96,62.5,90.6,48.9,8.4,0,0,71.1,2.85,B,1,MEDIUM
68.9,18.6,3.09,73.8,69.8,43.5,6.7,1,1,65.9,2.64,C,1,HIGH
77.2,12.4,3.17,71.0,90.6,53.3,5.7,0,1,73.1,2.92,B,1,MEDIUM
81.9,9.9,3.15,76.6,96.9,67.6,8.2,1,1,74.9,2.99,B,1,MEDIUM
81.9,11.6,3.32,72.3,100.0,52.2,7.2,0,1,71.8,2.87,B,1,MEDIUM
83.1,11.8,3.52,74.1,100.0,64.6,8.5,1,1,81.9,3.28,B+,1,MEDIUM
97.4,3.3,3.3,75.8,85.7,59.2,7.7,0,1,81.0,3.24,B+,1,LOW
83.4,19.5,3.33,80.2,86.1,65.5,7.2,1,1,80.9,3.24,B+,1,MEDIUM
75.1,12.2,2.31,60.1,59.2,42.8,7.0,0,1,56.6,2.26,D,1,HIGH
89.6,14.2,3.13,79.3,74.0,45.3,7.7,1,1,75.1,3.01,B,1,LOW
92.3,16.8,3.34,78.4,79.1,49.4,6.7,0,1,70.5,2.82,B,1,MEDIUM
63.3,6.9,3.46,58.6,97.8,49.6,6.3,0,1,69.7,2.79,C,1,CRITICAL
85.2,14.4,2.75,69.2,72.8,46.7,7.9,1,1,66.4,2.65,C,1,MEDIUM
86.4,10.7,2.77,76.3,93.9,59.4,7.0,0,0,81.9,3.28,B+,1,LOW
74.4,16.2,2.81,52.9,82.0,41.7,7.2,0,1,55.2,2.21,D,1,HIGH
94.5,1.4,3.37,72.5,79.3,62.3,8.4,1,1,82.7,3.31,B+,1,LOW
76.2,11.5,3.62,72.6,85.7,48.1,7.1,0,1,69.7,2.79,C,1,MEDIUM
79.5,9.0,2.9,57.7,76.1,55.8,7.2,1,1,64.5,2.58,C,1,MEDIUM
75.9,14.2,3.55,75.5,75.6,60.0,6.5,0,1,73.7,2.95,B,1,MEDIUM
78.2,14.4,3.16,74.3,56.4,50.3,7.7,0,1,64.4,2.58,C,1,MEDIUM
64.8,8.5,3.04,63.2,78.3,46.1,7.6,1,0,62.5,2.5,C,1,CRITICAL
60.7,8.4,2.99,44.8,74.8,45.4,8.2,0,1,53.1,2.12,D,1,CRITICAL
97.1,11.4,3.47,87.5,74.3,48.3,6.6,1,0,75.1,3.0,B,1,LOW
67.8,7.5,3.26,59.0,88.3,58.5,6.7,1,1,69.0,2.76,C,1,HIGH
66.1,16.2,4.0,78.1,91.9,59.8,8.1,0,1,72.2,2.89,B,1,HIGH
52.2,10.2,2.67,56.7,85.5,48.7,7.5,1,1,56.4,2.26,D,1,CRITICAL
70.3,1.0,3.36,54.9,96.9,47.9,6.2,0,1,60.7,2.43,C,1,HIGH
62.1,10.1,2.84,62.0,90.6,40.0,8.6,0,1,60.0,2.4,D,1,CRITICAL
97.7,6.8,2.67,68.8,77.6,45.4,5.3,0,1,74.4,2.98,B,1,MEDIUM
90.1,3.8,3.09,58.0,75.1,54.1,8.1,1,1,65.0,2.6,C,1,MEDIUM
69.7,5.8,3.17,67.2,86.7,52.4,5.8,1,1,65.6,2.62,C,1,HIGH
100.0,12.5,4.0,83.2,90.6,60.2,9.3,0,1,84.3,3.37,B+,1,LOW
89.8,18.6,3.01,75.1,100.0,66.5,5.5,1,1,78.3,3.13,B,1,LOW
74.1,13.6,2.53,62.5,99.9,69.5,8.5,1,0,80.1,3.2,B+,1,HIGH
48.0,9.0,3.24,56.0,73.9,54.3,7.1,0,1,58.6,2.34,D,1,CRITICAL
100.0,14.3,2.06,72.6,80.5,48.1,6.8,1,1,72.2,2.89,B,1,MEDIUM
61.3,9.7,3.05,62.5,92.1,43.9,7.4,1,1,66.8,2.67,C,1,CRITICAL
58.3,8.5,3.11,51.2,98.0,68.7,7.9,0,1,69.9,2.8,C,1,CRITICAL
90.3,6.2,3.5,69.9,96.1,73.0,6.2,0,1,81.2,3.25,B+,1,LOW
100.0,3.2,3.59,75.7,81.0,56.3,6.3,1,1,77.3,3.09,B,1,LOW
94.6,10.1,2.85,82.9,63.2,42.5,7.9,1,1,78.1,3.12,B,1,LOW
84.8,12.8,3.02,72.0,67.0,54.2,5.3,1,1,69.4,2.77,C,1,MEDIUM
85.1,11.5,2.72,74.7,86.1,56.2,6.6,0,1,71.6,2.87,B,1,MEDIUM
88.2,9.9,2.54,68.1,87.1,54.6,10.0,1,1,68.9,2.76,C,1,MEDIUM
87.1,7.3,3.25,68.6,65.5,52.2,6.1,1,1,63.0,2.52,C,1,MEDIUM
81.4,15.0,2.46,67.1,82.7,55.2,8.5,1,1,71.6,2.87,B,1,MEDIUM
79.3,5.4,2.89,62.3,91.5,48.2,6.6,0,1,59.3,2.37,D,1,HIGH
77.2,15.9,2.6,71.3,64.7,45.3,7.8,1,1,64.4,2.57,C,1,MEDIUM
69.0,7.0,3.37,70.5,98.6,64.5,7.9,0,1,73.6,2.94,B,1,HIGH
74.6,8.2,4.0,74.0,76.3,55.8,8.4,1,1,80.4,3.21,B+,1,HIGH
57.7,4.7,2.45,55.2,100.0,58.1,7.0,1,1,57.3,2.29,D,1,CRITICAL
76.8,9.5,2.17,54.7,74.0,51.6,9.4,1,1,58.1,2.32,D,1,HIGH
66.1,16.9,3.04,65.5,66.6,44.1,6.6,0,1,61.0,2.44,C,1,HIGH
64.8,14.6,3.11,62.0,75.1,49.7,7.5,1,1,62.3,2.49,C,1,CRITICAL
80.2,16.9,3.21,76.8,80.6,35.0,7.5,1,1,66.0,2.64,C,1,MEDIUM
94.7,14.6,2.88,75.5,76.2,50.4,6.0,1,1,72.5,2.9,B,1,MEDIUM
89.0,6.5,3.0,72.9,78.8,58.0,6.9,1,1,69.1,2.76,C,1,MEDIUM
59.2,10.3,3.28,56.5,87.0,49.4,7.4,0,1,63.6,2.55,C,1,CRITICAL
66.1,8.1,3.62,65.4,79.4,48.6,6.7,1,1,57.8,2.31,D,1,HIGH
89.3,18.7,2.12,75.5,81.0,48.8,9.9,1,1,70.1,2.8,B,1,MEDIUM
66.2,6.0,2.92,47.6,56.4,42.8,6.3,1,1,51.9,2.08,D,1,HIGH
75.3,16.5,3.21,83.3,87.9,63.4,8.5,1,0,80.7,3.23,B+,1,MEDIUM
84.6,16.5,2.64,71.0,80.7,58.5,8.1,1,1,77.7,3.11,B,1,MEDIUM
66.4,21.1,3.97,68.4,100.0,50.2,7.2,1,1,70.1,2.8,B,1,HIGH
79.3,10.0,2.78,66.7,67.9,46.2,6.2,0,1,69.4,2.78,C,1,MEDIUM
62.0,15.6,3.08,65.1,54.9,39.8,6.4,1,1,56.7,2.27,D,1,CRITICAL
70.8,23.4,3.38,77.2,91.3,58.0,6.6,1,1,70.6,2.82,B,1,HIGH
81.8,8.9,2.8,71.3,87.2,52.6,5.2,1,1,77.1,3.08,B,1,MEDIUM
58.9,4.3,2.18,51.1,66.9,40.0,6.1,1,1,54.4,2.18,D,1,CRITICAL
83.3,2.6,2.89,64.1,59.1,48.0,5.6,0,1,64.0,2.56,C,1,MEDIUM
77.8,15.6,3.61,78.6,100.0,52.1,8.7,1,1,78.6,3.14,B,1,MEDIUM
84.6,2.6,2.93,63.1,100.0,69.6,7.9,0,1,76.5,3.06,B,1,MEDIUM
80.7,10.1,2.68,74.7,44.7,43.2,8.1,0,1,62.5,2.5,C,1,MEDIUM
94.4,14.2,3.56,74.9,75.1,52.3,7.8,0,1,70.0,2.8,C,1,MEDIUM
79.5,12.9,2.93,70.3,100.0,66.5,7.4,1,1,75.0,3.0,B,1,MEDIUM
72.8,14.1,2.84,67.2,74.9,41.4,8.8,1,0,65.6,2.62,C,1,HIGH
79.5,13.1,3.17,75.7,74.6,48.6,6.5,0,0,69.5,2.78,C,1,MEDIUM
84.5,18.4,3.49,76.4,77.8,53.3,7.3,1,1,76.7,3.07,B,1,MEDIUM
78.6,7.2,4.0,64.4,65.2,53.6,8.0,1,1,69.6,2.78,C,1,MEDIUM
78.5,8.6,3.51,71.1,56.4,43.6,5.7,1,1,62.1,2.48,C,1,MEDIUM
69.6,8.1,3.68,68.7,97.8,62.4,10.0,1,1,69.4,2.77,C,1,HIGH
70.0,16.2,2.85,74.7,54.4,40.6,7.2,1,1,61.3,2.45,C,1,HIGH
61.2,16.5,2.59,55.1,85.7,53.7,7.4,0,0,59.7,2.39,D,1,CRITICAL
99.0,14.3,3.13,86.8,95.3,74.2,8.6,1,1,87.7,3.51,A,1,LOW
63.1,17.9,3.15,79.8,60.2,54.0,8.2,1,1,64.5,2.58,C,1,CRITICAL
69.7,6.1,2.56,54.8,68.1,43.2,7.2,1,1,55.7,2.23,D,1,HIGH
69.4,20.3,3.01,65.1,100.0,63.6,7.3,0,0,75.5,3.02,B,1,HIGH
88.7,19.6,3.3,80.0,90.0,63.5,5.5,1,1,79.9,3.2,B,1,LOW
74.5,15.7,3.28,72.4,72.7,53.8,6.6,1,1,66.7,2.67,C,1,HIGH
93.0,20.9,3.35,88.2,100.0,73.1,7.8,0,1,86.8,3.47,A,1,LOW
69.9,3.7,3.25,57.4,100.0,63.9,7.7,1,1,75.1,3.0,B,1,HIGH
81.3,9.4,2.85,74.7,86.0,56.0,8.5,1,1,73.7,2.95,B,1,MEDIUM
68.0,8.3,2.84,54.4,68.5,47.6,7.1,1,1,61.3,2.45,C,1,HIGH
100.0,15.6,2.5,68.8,75.8,48.7,5.7,1,1,67.8,2.71,C,1,MEDIUM
63.7,6.7,3.99,71.6,86.3,50.4,8.4,0,1,73.3,2.93,B,1,CRITICAL
81.7,15.8,3.11,62.9,79.2,48.9,8.8,1,1,75.2,3.01,B,1,MEDIUM
85.6,18.9,2.99,76.5,96.1,60.9,8.2,1,1,74.4,2.98,B,1,MEDIUM
83.0,15.5,2.64,86.4,59.1,39.6,7.0,1,1,63.7,2.55,C,1,MEDIUM
75.8,13.4,4.0,76.8,59.6,52.0,8.3,1,1,70.7,2.83,B,1,MEDIUM
76.4,7.1,2.56,55.0,84.7,33.8,10.0,0,1,62.4,2.5,C,1,MEDIUM
78.5,7.8,2.89,64.3,74.6,65.4,7.3,1,1,69.5,2.78,C,1,MEDIUM
76.2,18.2,3.31,75.1,72.6,60.6,5.8,1,1,68.4,2.74,C,1,MEDIUM
89.6,15.9,3.4,81.0,55.5,44.9,6.6,0,1,69.9,2.8,C,1,MEDIUM
100.0,11.8,3.58,86.4,82.3,58.9,7.9,1,1,84.0,3.36,B+,1,LOW
71.3,9.9,4.0,66.8,81.2,54.3,5.4,1,1,68.7,2.75,C,1,HIGH
61.6,1.9,3.35,64.5,91.8,52.5,7.4,1,1,69.1,2.76,C,1,CRITICAL
76.9,6.6,2.57,61.7,83.0,52.9,7.6,0,1,70.1,2.8,B,1,MEDIUM
100.0,21.6,2.97,89.7,80.0,58.0,8.9,1,1,81.7,3.27,B+,1,LOW
68.4,5.6,3.25,58.1,99.7,56.7,8.6,1,1,68.3,2.73,C,1,HIGH
97.7,12.9,4.0,92.7,62.3,53.8,8.2,0,1,83.1,3.32,B+,1,LOW
98.1,17.0,2.4,75.7,90.0,50.9,4.8,1,1,71.6,2.86,B,1,MEDIUM
71.4,5.7,3.7,67.7,56.9,43.3,8.2,0,1,59.9,2.39,D,1,HIGH
84.8,12.9,3.19,69.4,69.4,49.6,8.0,1,1,67.6,2.7,C,1,MEDIUM
97.5,16.7,3.52,80.4,63.8,50.4,7.5,0,1,72.9,2.92,B,1,MEDIUM
73.5,12.1,3.05,70.5,93.7,57.4,5.3,0,1,69.1,2.76,C,1,HIGH
75.6,26.3,2.68,74.3,81.0,61.5,6.3,0,1,78.0,3.12,B,1,MEDIUM
71.0,3.7,3.48,58.4,81.8,48.1,5.9,1,1,72.3,2.89,B,1,HIGH
65.8,17.3,3.43,67.7,65.4,47.8,5.0,1,1,62.6,2.5,C,1,HIGH
70.2,11.1,3.59,72.7,77.5,60.6,7.2,1,1,71.9,2.88,B,1,HIGH
63.3,15.9,3.09,62.8,70.5,46.6,6.3,0,1,60.8,2.43,C,1,CRITICAL
78.4,14.2,2.8,68.5,87.8,56.9,10.0,1,1,74.5,2.98,B,1,MEDIUM
68.8,8.3,2.32,56.2,67.1,43.1,7.0,1,1,61.9,2.47,C,1,HIGH
80.8,13.1,3.51,65.4,100.0,67.0,8.6,0,1,70.1,2.8,B,1,MEDIUM
59.3,2.7,3.31,48.0,56.9,35.6,5.5,1,1,53.6,2.15,D,1,CRITICAL
82.0,15.0,2.62,71.5,69.9,57.1,6.6,1,1,64.6,2.58,C,1,MEDIUM
88.0,13.5,2.83,69.4,100.0,60.2,7.3,1,1,81.7,3.27,B+,1,LOW
54.1,15.2,2.87,64.7,75.5,44.4,6.2,0,1,61.4,2.45,C,1,CRITICAL
82.5,17.3,2.36,74.7,62.3,51.4,6.7,0,1,64.1,2.56,C,1,MEDIUM
92.7,13.8,2.69,77.9,85.3,55.7,7.0,1,1,74.5,2.98,B,1,MEDIUM
63.5,12.7,2.53,68.1,74.9,54.1,6.9,1,1,63.2,2.53,C,1,CRITICAL
98.1,7.6,2.89,72.9,69.5,33.3,9.2,0,1,69.3,2.77,C,1,MEDIUM
83.0,8.4,2.73,69.2,65.6,47.0,7.6,0,1,69.4,2.78,C,1,MEDIUM
69.5,17.9,2.29,61.0,100.0,55.5,7.7,1,1,62.8,2.51,C,1,HIGH
77.3,19.2,4.0,94.4,78.2,53.2,7.8,1,0,85.3,3.41,A,1,MEDIUM
84.7,10.8,3.73,86.5,53.1,43.9,7.9,1,1,76.8,3.07,B,1,MEDIUM
78.9,12.2,2.71,67.0,100.0,56.7,7.1,0,1,68.8,2.75,C,1,MEDIUM
84.5,7.5,3.24,71.8,91.2,57.7,6.8,1,1,74.9,3.0,B,1,MEDIUM
67.0,17.9,3.31,77.7,70.5,43.3,7.4,0,1,72.4,2.89,B,1,HIGH
80.0,15.3,3.7,77.1,68.0,52.2,8.5,0,1,76.0,3.04,B,1,MEDIUM
61.0,21.7,2.69,63.1,92.1,64.0,8.4,0,0,66.5,2.66,C,1,CRITICAL
76.7,7.6,3.65,74.1,78.3,55.2,6.9,1,1,75.1,3.0,B,1,MEDIUM
67.2,10.1,2.83,61.3,53.1,44.5,8.0,1,0,68.5,2.74,C,1,HIGH
69.2,13.2,2.43,62.0,100.0,65.2,7.0,1,1,70.2,2.81,B,1,HIGH
92.8,15.2,3.46,77.5,75.5,60.9,7.2,0,1,74.8,2.99,B,1,MEDIUM
91.1,10.9,3.75,71.1,100.0,72.6,6.7,0,1,82.7,3.31,B+,1,LOW
85.3,7.6,4.0,77.7,100.0,60.3,7.0,0,1,81.3,3.25,B+,1,LOW
64.9,16.4,2.5,66.9,67.0,42.5,8.7,0,1,58.1,2.33,D,1,CRITICAL
74.2,15.6,3.45,72.3,97.5,65.4,7.3,1,1,77.7,3.11,B,1,HIGH
92.6,7.4,2.9,77.9,72.2,56.5,7.3,0,1,69.7,2.79,C,1,MEDIUM
79.7,18.8,3.49,75.3,54.0,48.8,5.6,0,1,65.2,2.61,C,1,MEDIUM
100.0,17.9,2.36,72.9,75.6,63.5,6.9,0,1,77.7,3.11,B,1,LOW
82.7,12.7,2.47,66.8,88.0,55.3,6.9,0,0,63.6,2.54,C,1,MEDIUM
80.3,12.4,2.71,67.3,75.1,52.8,6.3,1,1,70.7,2.83,B,1,MEDIUM
74.3,14.8,3.14,74.2,77.4,47.3,7.2,1,1,61.4,2.45,C,1,HIGH
79.6,7.7,2.78,60.3,99.2,70.6,6.7,1,1,67.4,2.7,C,1,MEDIUM
76.2,12.2,3.43,78.3,83.6,54.9,7.3,1,0,71.8,2.87,B,1,MEDIUM
86.5,1.2,3.61,78.7,69.4,49.5,7.3,0,0,73.7,2.95,B,1,MEDIUM
89.5,16.4,3.4,80.4,92.5,59.0,6.1,0,1,83.8,3.35,B+,1,LOW
68.6,4.2,3.91,71.7,85.0,51.6,6.8,1,1,70.9,2.83,B,1,HIGH
62.0,19.5,3.31,64.7,44.2,32.7,7.3,1,1,54.0,2.16,D,1,CRITICAL
56.0,10.3,2.49,58.8,88.4,49.9,8.5,0,1,62.8,2.51,C,1,CRITICAL
84.1,10.9,3.78,82.1,87.9,51.6,7.5,0,0,73.9,2.96,B,1,MEDIUM
64.8,8.9,2.8,62.9,82.3,47.1,6.5,0,1,63.4,2.54,C,1,CRITICAL
52.2,10.6,3.56,60.3,95.4,67.9,7.6,0,1,64.5,2.58,C,1,CRITICAL
82.7,19.1,3.89,68.8,71.9,53.8,9.1,0,1,71.4,2.86,B,1,MEDIUM
100.0,1.0,3.33,69.2,87.0,61.1,8.2,0,1,77.0,3.08,B,1,LOW
77.9,18.4,2.35,65.5,58.5,50.1,7.8,1,1,59.6,2.38,D,1,HIGH
88.1,13.7,2.64,66.8,88.1,66.3,8.0,0,1,74.6,2.99,B,1,MEDIUM
79.0,6.0,3.76,71.0,100.0,50.7,8.8,0,1,74.7,2.99,B,1,MEDIUM
76.8,6.6,3.02,61.9,67.1,38.0,8.4,1,1,65.1,2.61,C,1,MEDIUM
89.0,20.4,3.14,77.4,70.6,46.6,7.8,1,1,65.5,2.62,C,1,MEDIUM
74.5,7.3,3.48,61.9,71.3,44.3,8.4,1,1,63.7,2.55,C,1,HIGH
81.2,6.2,3.45,65.5,83.9,51.4,6.0,0,1,67.3,2.69,C,1,MEDIUM
81.9,17.7,3.24,82.5,66.1,48.5,5.5,1,1,74.3,2.97,B,1,MEDIUM
70.0,13.7,3.0,63.1,88.3,55.6,7.4,0,1,70.2,2.81,B,1,HIGH
89.9,7.3,2.94,67.3,94.7,58.3,7.3,1,1,76.1,3.04,B,1,LOW
75.9,13.1,3.53,70.6,90.0,52.8,6.6,0,1,69.4,2.78,C,1,MEDIUM
68.9,6.9,3.38,65.2,55.5,28.7,8.1,0,1,60.4,2.42,C,1,HIGH
84.4,17.5,2.97,78.1,96.9,56.2,5.2,1,1,71.0,2.84,B,1,MEDIUM
67.2,17.3,3.64,58.0,96.1,52.5,6.6,1,1,61.4,2.46,C,1,HIGH
78.3,14.7,3.04,76.4,94.5,59.2,6.7,1,1,70.7,2.83,B,1,MEDIUM
77.9,13.8,2.67,74.7,87.6,50.7,5.4,0,0,70.4,2.81,B,1,MEDIUM
91.0,20.8,2.72,74.1,85.3,53.4,8.8,0,1,75.8,3.03,B,1,LOW
83.7,12.0,2.61,63.3,97.5,51.2,5.7,1,1,59.3,2.37,D,1,HIGH
77.7,6.1,2.96,61.3,100.0,57.6,6.6,1,1,75.4,3.02,B,1,MEDIUM
87.8,14.2,3.72,76.9,67.7,43.7,8.2,1,1,71.5,2.86,B,1,MEDIUM
94.7,22.4,2.7,83.3,98.2,59.2,7.9,1,1,74.7,2.99,B,1,MEDIUM
84.7,6.9,3.19,59.5,80.7,42.3,6.0,0,1,65.8,2.63,C,1,MEDIUM
78.1,10.2,2.77,59.9,80.1,49.1,8.0,1,1,68.6,2.74,C,1,MEDIUM
62.3,14.1,2.97,70.7,59.0,39.6,7.5,0,1,61.9,2.48,C,1,CRITICAL
65.2,11.7,2.34,52.9,77.7,52.4,9.8,0,1,63.4,2.53,C,1,HIGH
74.3,7.1,2.99,69.3,67.0,50.0,7.6,1,1,60.9,2.44,C,1,HIGH
70.7,17.6,3.0,71.7,75.0,51.1,7.0,1,1,65.7,2.63,C,1,HIGH
75.8,23.6,3.37,70.9,65.5,42.7,6.3,0,1,62.1,2.48,C,1,MEDIUM
78.7,13.0,3.21,74.7,75.3,54.8,6.4,0,1,77.2,3.09,B,1,MEDIUM
84.4,7.5,2.5,63.4,75.9,53.5,6.3,1,1,69.1,2.77,C,1,MEDIUM
77.2,4.3,3.64,65.0,83.5,53.7,8.7,1,1,79.9,3.2,B,1,MEDIUM
83.8,13.3,3.21,75.2,57.8,55.3,7.2,0,0,68.2,2.73,C,1,MEDIUM
78.8,17.5,3.2,77.4,60.3,50.1,7.8,0,1,66.0,2.64,C,1,MEDIUM
54.3,14.4,3.1,64.2,87.4,59.7,8.9,0,1,65.4,2.62,C,1,CRITICAL
66.7,12.0,2.84,68.2,70.0,49.3,4.6,1,1,68.6,2.74,C,1,HIGH
76.3,9.1,3.21,69.3,98.1,64.1,8.6,1,1,73.5,2.94,B,1,MEDIUM
63.5,6.5,3.34,53.6,85.4,45.5,7.3,1,1,61.7,2.47,C,1,CRITICAL
85.2,16.2,2.23,66.7,91.1,53.7,7.7,1,1,70.1,2.8,B,1,MEDIUM
96.4,16.6,2.83,94.0,100.0,70.3,6.3,1,1,87.3,3.49,A,1,LOW
92.6,4.3,2.97,72.5,77.4,54.7,6.4,0,1,70.7,2.83,B,1,MEDIUM
75.4,19.9,3.23,87.6,73.4,58.7,7.7,0,1,74.6,2.99,B,1,MEDIUM
95.9,14.9,3.7,91.6,95.1,72.1,9.8,1,1,87.6,3.5,A,1,LOW
79.8,19.0,2.71,74.0,89.6,49.5,8.3,1,1,70.7,2.83,B,1,MEDIUM
74.0,5.3,2.85,61.8,79.2,44.4,8.6,1,1,66.7,2.67,C,1,HIGH
70.6,5.2,2.84,58.5,100.0,58.9,7.0,1,1,74.7,2.99,B,1,HIGH
74.4,11.3,2.7,55.4,78.8,43.8,6.5,1,1,58.1,2.32,D,1,HIGH
73.3,14.5,2.93,68.1,82.5,73.7,6.3,0,1,71.8,2.87,B,1,HIGH
80.0,21.0,3.49,86.7,82.3,62.0,6.7,0,1,75.7,3.03,B,1,MEDIUM
79.9,15.5,2.57,66.0,68.0,46.5,4.9,0,1,64.7,2.59,C,1,MEDIUM
78.0,10.8,3.31,72.3,83.2,51.9,6.4,0,1,69.1,2.77,C,1,MEDIUM
83.2,6.9,2.25,65.2,100.0,56.7,6.6,1,1,71.8,2.87,B,1,MEDIUM
92.3,18.2,2.82,74.1,88.7,57.9,7.0,0,1,79.4,3.17,B,1,LOW
89.4,7.2,2.94,67.2,82.5,53.8,7.3,0,1,62.4,2.49,C,1,MEDIUM
60.2,20.1,3.94,69.6,79.6,50.0,7.6,1,1,68.9,2.76,C,1,CRITICAL
47.4,10.6,2.96,49.4,87.0,48.0,7.2,0,0,55.1,2.2,D,1,CRITICAL
89.2,20.0,2.0,65.7,93.2,65.1,6.6,1,0,74.4,2.98,B,1,MEDIUM
61.6,15.4,2.1,52.3,91.1,60.5,5.0,1,1,58.9,2.36,D,1,CRITICAL
75.3,11.3,3.12,75.0,77.0,54.8,6.6,1,0,74.8,2.99,B,1,MEDIUM
64.0,9.4,3.41,59.0,86.9,44.4,6.1,1,1,66.3,2.65,C,1,CRITICAL
56.4,10.3,3.29,60.5,89.2,57.1,7.7,0,1,67.3,2.69,C,1,CRITICAL
84.5,14.1,3.18,72.3,66.9,57.8,8.2,0,0,73.8,2.95,B,1,MEDIUM
87.1,12.4,3.68,84.5,84.5,67.4,8.2,1,1,78.9,3.15,B,1,LOW
71.1,9.0,2.83,68.4,49.6,44.8,8.0,1,1,58.3,2.33,D,1,HIGH
46.9,11.2,3.55,62.7,89.2,63.1,7.1,1,1,68.9,2.75,C,1,CRITICAL
71.4,12.4,2.28,61.9,91.9,55.6,6.6,0,1,63.6,2.54,C,1,HIGH
82.7,1.4,2.65,58.3,93.2,58.6,6.4,1,1,74.3,2.97,B,1,MEDIUM
60.3,14.3,2.2,50.2,76.1,41.4,5.5,1,1,53.2,2.13,D,1,CRITICAL
80.2,7.1,2.96,75.2,86.6,59.0,8.3,1,0,75.5,3.02,B,1,MEDIUM
77.8,6.2,3.08,60.8,100.0,66.2,7.0,0,1,80.4,3.22,B+,1,MEDIUM
85.0,3.6,3.16,69.7,100.0,57.4,5.8,1,1,72.6,2.91,B,1,MEDIUM
79.4,3.0,3.13,68.5,81.6,48.0,6.3,1,1,68.7,2.75,C,1,MEDIUM
66.3,5.2,2.64,52.3,84.1,49.9,6.2,1,1,64.3,2.57,C,1,HIGH
92.4,8.5,3.0,77.6,98.7,61.4,7.2,0,1,82.7,3.31,B+,1,LOW
76.1,21.8,2.35,74.3,59.5,50.0,8.4,1,1,63.7,2.55,C,1,MEDIUM
77.7,9.4,3.78,81.3,77.2,52.5,6.8,0,1,72.3,2.89,B,1,MEDIUM
66.8,12.9,2.95,61.6,100.0,68.8,4.7,0,1,70.6,2.82,B,1,HIGH
72.7,14.0,2.86,60.3,96.6,49.0,7.0,1,1,71.6,2.86,B,1,HIGH
67.4,12.7,3.89,69.1,87.5,63.3,7.0,0,0,71.9,2.88,B,1,HIGH
75.9,11.6,2.48,64.3,59.4,38.5,7.0,1,1,59.5,2.38,D,1,HIGH
98.5,6.0,2.54,69.8,81.3,42.6,6.5,1,0,68.3,2.73,C,1,MEDIUM
61.5,19.3,2.55,61.5,73.2,49.2,7.4,0,1,62.9,2.52,C,1,CRITICAL
58.6,21.0,3.07,58.2,87.0,50.7,7.3,1,1,63.1,2.52,C,1,CRITICAL
95.7,3.6,3.32,74.8,69.9,43.7,7.2,1,1,67.8,2.71,C,1,MEDIUM
75.5,6.9,3.47,77.1,66.6,39.7,7.7,0,0,63.4,2.54,C,1,MEDIUM
70.0,10.6,4.0,74.3,51.0,42.6,6.7,1,1,57.6,2.3,D,1,HIGH
90.5,7.2,1.98,65.3,100.0,65.4,6.7,0,1,71.1,2.84,B,1,MEDIUM
70.7,14.5,3.4,73.6,76.0,56.0,8.7,1,0,72.9,2.92,B,1,HIGH
99.9,8.4,2.82,76.2,84.4,56.9,7.8,0,1,81.4,3.26,B+,1,LOW
86.1,22.8,2.81,84.1,82.0,60.9,8.1,0,1,79.4,3.18,B,1,LOW
72.1,18.0,2.79,71.1,66.0,47.6,8.5,0,1,66.5,2.66,C,1,HIGH
100.0,13.1,2.65,75.1,63.1,39.2,7.8,1,1,67.9,2.72,C,1,MEDIUM
70.7,17.1,3.94,73.1,66.9,40.2,8.2,1,1,68.7,2.75,C,1,HIGH
86.9,17.5,3.52,80.1,71.2,51.3,5.5,1,1,74.7,2.99,B,1,MEDIUM
